comments,duration,event,film_date,languages,main_speaker,name,num_speaker,published_date,speaker_occupation,tags,title,views
12,668,TEDxPSU,1393718400,12,Liz Hajek,Liz Hajek: What rivers can tell us about the earth's history,1,1499957123,Geoscientist,"['TEDx', 'ancient world', 'climate change', 'environment', 'nature', 'rivers', 'science', 'water']",What rivers can tell us about the earth's history,1031716
29,569,TED2017,1492992000,19,Adam Alter,Adam Alter: Why our screens make us less happy,1,1500044323,Psychologist,"['Addiction', 'computers', 'interface design', 'psychology', 'social media', 'software', 'technology']",Why our screens make us less happy,1858990
26,787,TED2017,1492992000,10,Kate Marvel,Kate Marvel: Can clouds buy us more time to solve climate change?,1,1500303942,Climate scientist,"['Anthropocene', 'biosphere', 'climate change', 'environment', 'future', 'nature', 'science', 'water']",Can clouds buy us more time to solve climate change?,907844
135,1021,TED2017,1492992000,9,Anil Seth,Anil Seth: Your brain hallucinates your conscious reality,1,1500390013,Cognitive neuroscientist,"['brain', 'cognitive science', 'humanity', 'mind', 'neuroscience', 'science']",Your brain hallucinates your conscious reality,2664733
21,972,TEDxCambridge,1475107200,6,Tricia Wang,Tricia Wang: The human insights missing from big data,1,1500476524,Technology ethnographer,"['TEDx', 'algorithm', 'behavioral economics', 'business', 'data', 'decision-making']",The human insights missing from big data,1103163
11,857,TED2017,1492992000,4,Noah Feldman,Noah Feldman: Hamilton vs. Madison and the birth of American partisanship,1,1500562509,Constitutional law scholar,"['United States', 'government', 'history', 'politics']",Hamilton vs. Madison and the birth of American partisanship,868290
15,467,TED Residency,1481587200,16,Susan Robinson,Susan Robinson: How I fail at being disabled,1,1500649053,Business executive entrepreneur,"['Blindness', 'TED Residency', 'disability', 'failure', 'identity', 'personal growth']",How I fail at being disabled,1026708
59,615,TED2017,1492992000,10,Grace Kim,Grace Kim: How cohousing can make us happier (and live longer),1,1500907957,Architect,"['architecture', 'cities', 'community', 'design', 'society', 'urban planning']",How cohousing can make us happier (and live longer),1363680
7,730,TED2017,1492992000,10,Jimmy Lin,Jimmy Lin: A simple new blood test that can catch cancer early,1,1500994384,Geneticist,"['DNA', 'TED Fellows', 'biology', 'cancer', 'disease', 'epidemiology', 'health', 'innovation', 'medical research', 'medicine', 'science']",A simple new blood test that can catch cancer early,1005506
39,1020,TED2017,1492992000,7,Tristan Harris,Tristan Harris: How a handful of tech companies control billions of minds every day,1,1501081354,Design thinker,"['algorithm', 'design', 'product design', 'social media', 'technology']",How a handful of tech companies control billions of minds every day,1346060
15,424,TEDMED 2016,1480464000,18,Jennifer Pluznick,Jennifer Pluznick: You smell with your body not just your nose,1,1501167162,Physiologist,"['Human body', 'Senses', 'TEDMED', 'biology', 'biomechanics', 'discovery', 'health', 'medical research', 'medicine', 'nature', 'physiology', 'science', 'smell']",You smell with your body not just your nose,1128877
17,434,TED2017,1492992000,12,Kristen Marhaver,Kristen Marhaver: Why I still have hope for coral reefs,1,1501253483,Coral reef biologist,"['TED Fellows', 'animals', 'biology', 'climate change', 'environment', 'exoskeleton', 'microbiology', 'nature', 'oceans', 'pollution', 'science', 'water']",Why I still have hope for coral reefs,956539
40,873,TED2017,1492992000,6,Marc Raibert,Marc Raibert: Meet Spot the robot dog that can run hop and open doors,1,1501513721,Roboticist,"['demo', 'future', 'robots', 'technology']",Meet Spot the robot dog that can run hop and open doors,1475823
46,772,TED2017,1492992000,12,Titus Kaphar,Titus Kaphar: Can art amend history?,1,1501599710,Artist,"['art', 'history', 'identity', 'inequality', 'painting', 'race']",Can art amend history?,890748
19,1180,TED2017,1492992000,10,Ingrid Betancourt,Ingrid Betancourt: What six years in captivity taught me about fear and faith,1,1501687070,Writer peace advocate,"['South America', 'TED en Español', 'activism', 'fear', 'personal growth', 'politics', 'violence', 'war']",What six years in captivity taught me about fear and faith,526794
3,509,TEDNYC,1488931200,12,Françoise Mouly,Françoise Mouly: The stories behind The New Yorker's iconic covers,1,1501770244,Art editor,"['TEDNYC', 'art', 'creativity', 'culture', 'design', 'humor']",The stories behind The New Yorker's iconic covers,839040
20,457,TED2017,1492992000,8,Joseph Redmon,Joseph Redmon: How computers learn to recognize objects instantly,1,1501859800,Computer scientist,"['AI', 'algorithm', 'computers', 'sight', 'technology']",How computers learn to recognize objects instantly,1164777
20,586,TED2017,1492992000,6,Tom Gruber,Tom Gruber: How AI can enhance our memory work and social lives,1,1502116750,AI product designer,"['AI', 'collaboration', 'computers', 'intelligence', 'machine learning', 'product design', 'technology']",How AI can enhance our memory work and social lives,1139827
18,887,TEDMED 2016,1480464000,11,Anjan Chatterjee,Anjan Chatterjee: How your brain decides what is beautiful,1,1502203237,Cognitive neuroscientist,"['TEDMED', 'beauty', 'brain', 'cognitive science', 'evolution', 'evolutionary psychology', 'humanity', 'nature', 'neuroscience', 'science', 'science and art']",How your brain decides what is beautiful,1436714
47,697,TED2017,1492992000,13,Ashton Applewhite,Ashton Applewhite: Let's end ageism,1,1502290222,Author activist,"['aging', 'humanity', 'identity', 'inequality', 'personal growth', 'social change', 'society']",Let's end ageism,967704
36,736,TEDxMileHigh,1499472000,10,David Baron,David Baron: You owe it to yourself to experience a total solar eclipse,1,1502375863,Science writer,"['Moon', 'TEDx', 'astronomy', 'beauty', 'nature', 'science', 'solar system', 'universe']",You owe it to yourself to experience a total solar eclipse,1319327
6,575,TED2017,1492992000,12,Jon Boogz and Lil Buck,Jon Boogz and Lil Buck: A dance to honor Mother Earth,5,1502448962,Movement artist,"['art', 'creativity', 'dance', 'performance', 'performance art']",A dance to honor Mother Earth,182975
20,607,TED2017,1492992000,8,Anne Madden,Anne Madden: Meet the microscopic life in your home -- and on your face,1,1502463271,Microbiologist inventor and strategist,"['bacteria', 'biology', 'biomechanics', 'biotech', 'future', 'health', 'innovation', 'microbes', 'microbiology', 'nature', 'science', 'technology']",Meet the microscopic life in your home -- and on your face,888252
15,325,TED2017,1492992000,16,Damon Davis,Damon Davis: Courage is contagious,1,1502722764,Artist and filmmaker,"['TED Fellows', 'activism', 'art', 'community', 'fear', 'film', 'inequality', 'protests', 'race', 'social change']",Courage is contagious,721731
50,973,TED2017,1492992000,9,Manoush Zomorodi,Manoush Zomorodi: How boredom can lead to your most brilliant ideas,1,1502809223,Tech podcaster,"['brain', 'cognitive science', 'communication', 'creativity', 'entertainment', 'personal growth', 'social media']",How boredom can lead to your most brilliant ideas,1051530
8,714,TEDxMidAtlantic,1477008000,8,Ronald Sullivan,Ronald Sullivan: How I help free innocent people from prison,1,1502825774,Clinical professor of law,"['Criminal Justice', 'TEDx', 'United States', 'inequality', 'law', 'social change', 'society']",How I help free innocent people from prison,552732
14,631,TED2017,1492992000,6,Jack Conte,Jack Conte: How artists can (finally) get paid in the digital age,1,1502895617,Musician entrepreneur,"['art', 'business', 'creativity', 'entrepreneur', 'money', 'music']",How artists can (finally) get paid in the digital age ,734095
26,860,TED2017,1492992000,4,Peter Calthorpe,Peter Calthorpe: 7 principles for building better cities,1,1502981603,Urban designer,"['architecture', 'design', 'future', 'infrastructure', 'public spaces', 'society', 'transportation', 'urban', 'urban planning']",7 principles for building better cities,834190
14,741,TEDxPennsylvaniaAvenue,1486598400,4,Richard J. Berry,Richard J. Berry: A practical way to help the homeless find work and safety,1,1503000023,Mayor of Albuquerque,"['TEDx', 'cities', 'community', 'government', 'poverty', 'social change', 'society']",A practical way to help the homeless find work and safety,748485
24,962,TED2017,1492992000,10,Susan Pinker,Susan Pinker: The secret to living longer may be your social life,1,1503068385,Developmental psychologist,"['aging', 'brain', 'community', 'family', 'friendship', 'health', 'psychology', 'society']",The secret to living longer may be your social life,1159426
18,558,TED2017,1492992000,7,Anika Paulson,Anika Paulson: How I found myself through music,1,1503326263,Student musician,"['TED-Ed', 'guitar', 'live music', 'music', 'performance', 'personal growth']",How I found myself through music,691593
35,798,TED2017,1492992000,4,Cathy O'Neil,Cathy O'Neil: The era of blind faith in big data must end,1,1503413141,Mathematician data scientist,"['algorithm', 'data', 'inequality', 'marketing', 'society', 'technology']",The era of blind faith in big data must end,761258
20,815,TEDxCambridge,1475107200,8,Iyad Rahwan,Iyad Rahwan: What moral decisions should driverless cars make?,1,1503432025,Computational social scientist,"['AI', 'driverless cars', 'innovation', 'law', 'morality', 'technology']",What moral decisions should driverless cars make?,659384
14,1215,TED2017,1492992000,4,David Whyte,David Whyte: A lyrical bridge between past present and future,1,1503500147,Poet author,"['art', 'humanity', 'performance', 'personal growth', 'poetry', 'self', 'writing']",A lyrical bridge between past present and future,643011
81,736,TED2017,1492992000,2,Robin Hanson,Robin Hanson: What would happen if we upload our brains to computers?,1,1503586288,Futurist social scientist,"['AI', 'computers', 'economics', 'future', 'humanity', 'innovation', 'intelligence', 'mind', 'robots', 'science', 'society', 'technology']",What would happen if we upload our brains to computers?,840855
13,685,TEDxStanford,1461456000,7,Carolyn Bertozzi,Carolyn Bertozzi: What the sugar coating on your cells is trying to tell you,1,1503604806,Chemical biologist,"['biology', 'biomechanics', 'cancer', 'chemistry', 'disease', 'health', 'illness', 'medical research', 'medicine', 'science']",What the sugar coating on your cells is trying to tell you,727807
12,530,TED2017,1492992000,5,Laolu Senbanjo,"Laolu Senbanjo: ""The Sacred Art of the Ori""",1,1503673077,Artist musician lawyer activist,"['Africa', 'art', 'beauty', 'creativity', 'performance art']","""The Sacred Art of the Ori""",636463
20,747,TEDxCrenshaw,1475884800,3,Niki Okuk,Niki Okuk: When workers own companies the economy is more resilient,1,1503932075,Entrepreneur,"['TEDx', 'business', 'capitalism', 'community', 'economics', 'entrepreneur', 'inequality', 'social change', 'society', 'work']",When workers own companies the economy is more resilient,744793
9,310,TED2017,1492992000,12,Wanuri Kahiu,Wanuri Kahiu: Fun fierce and fantastical African art,1,1504017396,Filmmaker writer,"['Africa', 'TED Fellows', 'art', 'creativity', 'storytelling']",Fun fierce and fantastical African art,522917
18,791,TEDxSydney,1464048000,5,Tara Winkler,Tara Winkler: Why we need to end the era of orphanages,1,1504036846, Child protection leader activist author ,"['TEDx', 'activism', 'children', 'family', 'poverty', 'social change']",Why we need to end the era of orphanages,656113
39,817,TED2017,1492992000,6,Noriko Arai,Noriko Arai: Can a robot pass a university entrance exam?,1,1504105251,AI expert,"['AI', 'education', 'intelligence', 'robots', 'teaching', 'technology']",Can a robot pass a university entrance exam?,773317
17,865,TEDxStanford,1492905600,3,Jennifer Granick,Jennifer Granick: How the US government spies on people who protest -- including you,1,1504190944,Surveillance and cybersecurity counsel,"['TEDx', 'United States', 'activism', 'democracy', 'government', 'law', 'politics', 'security', 'social change', 'society', 'technology', 'terrorism']",How the US government spies on people who protest -- including you,766721
3,717,TEDxHamburg,1465344000,5,Chance Coughenour,Chance Coughenour: How your pictures can help reclaim lost history,1,1504209631,Digital archaeologist,"['TEDx', 'ancient world', 'archaeology', 'conservation', 'culture', 'history', 'museums', 'photography', 'technology', 'terrorism', 'war']",How your pictures can help reclaim lost history,539207
45,1156,TEDxExeter,1429833600,1,Chetan Bhatt,Chetan Bhatt: Dare to refuse the origin myths that claim who you are,1,1504276143,Sociologist human rights activist,"['TEDx', 'community', 'humanity', 'identity', 'inequality', 'personal growth', 'race', 'religion', 'social change', 'society']",Dare to refuse the origin myths that claim who you are,857850
12,738,TED2017,1492992000,3,Daan Roosegaarde,Daan Roosegaarde: A smog vacuum cleaner and other magical city designs,1,1504623555,Artist,"['architecture', 'art', 'cities', 'creativity', 'design', 'environment', 'future', 'innovation', 'invention', 'product design', 'public spaces', 'sustainability', 'technology']",A smog vacuum cleaner and other magical city designs,591131
